concept,feature,label
penknife,has multiple accessories,1
knife,has multiple accessories,0
scalpel,has multiple accessories,0
chisel,has multiple accessories,0
piano,has keys that are black and white in color,1
organ,has keys that are black and white in color,0
harpsichord,has keys that are black and white in color,0
drum,has keys that are black and white in color,0
piano,is played by pianists,1
organ,is played by pianists,0
harpsichord,is played by pianists,0
drum,is played by pianists,0
piano,can be made of ebony,1
organ,can be made of ebony,0
harpsichord,can be made of ebony,0
drum,can be made of ebony,0
pie,contains pastry,1
cake,contains pastry,0
cookie,contains pastry,0
donut,contains pastry,0
pie,is eaten with gravy,1
cake,is eaten with gravy,0
cookie,is eaten with gravy,0
donut,is eaten with gravy,0
pig,has a curly tail,1
seahorse,has a curly tail,1
scorpion,has a curly tail,1
cod,has a curly tail,0
salmon,has a curly tail,0
llama,has a curly tail,0
tarantula,has a curly tail,0
millipede,has a curly tail,0
camel,has a curly tail,0
spider,has a curly tail,0
eel,has a curly tail,0
hippo,has a curly tail,0
pig,makes an oinking sound,1
llama,makes an oinking sound,0
hippo,makes an oinking sound,0
camel,makes an oinking sound,0
pig,has trotters,1
llama,has trotters,0
hippo,has trotters,0
camel,has trotters,0
pig,lives in a sty,1
llama,lives in a sty,0
hippo,lives in a sty,0
camel,lives in a sty,0
pig,gives birth to piglets,1
llama,gives birth to piglets,0
hippo,gives birth to piglets,0
camel,gives birth to piglets,0
pig,is eaten as bacon,1
llama,is eaten as bacon,0
hippo,is eaten as bacon,0
camel,is eaten as bacon,0
pig,snuffles,1
llama,snuffles,0
hippo,snuffles,0
camel,snuffles,0
walrus,makes grunting sounds,1
pig,makes grunting sounds,1
camel,makes grunting sounds,0
llama,makes grunting sounds,0
bat,makes grunting sounds,0
hippo,makes grunting sounds,0
whale,makes grunting sounds,0
seal,makes grunting sounds,0
pig,has floppy ears,1
rabbit,has floppy ears,1
hamster,has floppy ears,0
squirrel,has floppy ears,0
monkey,has floppy ears,0
bear,has floppy ears,0
bat,has floppy ears,0
rat,has floppy ears,0
pig,is eaten as pork sausages,1
llama,is eaten as pork sausages,0
hippo,is eaten as pork sausages,0
camel,is eaten as pork sausages,0
pigeon,can bob its head,1
turkey,can bob its head,0
chicken,can bob its head,0
dove,can bob its head,0
pigeon,eats scraps,1
turkey,eats scraps,0
chicken,eats scraps,0
dove,eats scraps,0
rose,is prickly,1
pineapple,is prickly,1
pine,is prickly,1
willow,is prickly,0
apple,is prickly,0
panther,is prickly,0
rocking_chair,is prickly,0
fir,is prickly,0
chestnut,is prickly,0
avocado,is prickly,0
date,is prickly,0
elm,is prickly,0
birch,is prickly,0
microwave,is prickly,0
pine,does not shed leaves,1
chestnut,does not shed leaves,0
elm,does not shed leaves,0
fir,does not shed leaves,0
willow,has thin leaves,1
pine,has thin leaves,1
chestnut,has thin leaves,0
birch,has thin leaves,0
oak,has thin leaves,0
elm,has thin leaves,0
eucalyptus,has thin leaves,0
sycamore,has thin leaves,0
pineapple,has spiky leaves,1
apple,has spiky leaves,0
avocado,has spiky leaves,0
date,has spiky leaves,0
pineapple,has a hard core,1
apple,has a hard core,0
avocado,has a hard core,0
date,has a hard core,0
pineapple,has spiky skin,1
apple,has spiky skin,0
avocado,has spiky skin,0
date,has spiky skin,0
pineapple,is a big fruit,1
apple,is a big fruit,0
avocado,is a big fruit,0
date,is a big fruit,0
pineapple,is cut into rings,1
apple,is cut into rings,0
avocado,is cut into rings,0
date,is cut into rings,0
revolver,has a chamber for bullets,1
pistol,has a chamber for bullets,1
spear,has a chamber for bullets,0
bow,has a chamber for bullets,0
rifle,has a chamber for bullets,0
shotgun,has a chamber for bullets,0
gun,has a chamber for bullets,0
sword,has a chamber for bullets,0
pistol,has a magazine,1
rifle,has a magazine,0
revolver,has a magazine,0
shotgun,has a magazine,0
plate,is purchased in sets,1
spoon,is purchased in sets,1
raft,is purchased in sets,0
kite,is purchased in sets,0
fork,is purchased in sets,0
cup,is purchased in sets,0
catapult,is purchased in sets,0
balloon,is purchased in sets,0
plate,is displayed on walls,1
cup,is displayed on walls,0
spoon,is displayed on walls,0
fork,is displayed on walls,0
plate,can be found on cupboards,1
cup,can be found on cupboards,0
spoon,can be found on cupboards,0
fork,can be found on cupboards,0
plate,is used with cutlery,1
cup,is used with cutlery,0
spoon,is used with cutlery,0
fork,is used with cutlery,0
platypus,has a duck bill,1
squirrel,has a duck bill,0
bat,has a duck bill,0
monkey,has a duck bill,0
platypus,has a beaver tail,1
squirrel,has a beaver tail,0
bat,has a beaver tail,0
monkey,has a beaver tail,0
platypus,is a monotreme,1
squirrel,is a monotreme,0
bat,is a monotreme,0
monkey,is a monotreme,0
pliers,can be used to bend things,1
bolt,can be used to bend things,0
broom,can be used to bend things,0
crowbar,can be used to bend things,0
spanner,can be used to tighten,1
screwdriver,can be used to tighten,1
pliers,can be used to tighten,1
drill,can be used to tighten,0
grater,can be used to tighten,0
bolt,can be used to tighten,0
club,can be used to tighten,0
harpoon,can be used to tighten,0
hoe,can be used to tighten,0
rake,can be used to tighten,0
broom,can be used to tighten,0
plow,can be used to tighten,0
screwdriver,is used by electricians,1
pliers,is used by electricians,1
hoe,is used by electricians,0
plow,is used by electricians,0
bolt,is used by electricians,0
broom,is used by electricians,0
harpoon,is used by electricians,0
rake,is used by electricians,0
spanner,is used by mechanics,1
screwdriver,is used by mechanics,1
pliers,is used by mechanics,1
drill,is used by mechanics,1
hammer,is used by mechanics,0
grater,is used by mechanics,0
bolt,is used by mechanics,0
rolling_pin,is used by mechanics,0
harpoon,is used by mechanics,0
club,is used by mechanics,0
rake,is used by mechanics,0
hoe,is used by mechanics,0
saw,is used by mechanics,0
broom,is used by mechanics,0
tweezer,is used by mechanics,0
plow,is used by mechanics,0
pliers,is used by plumbers,1
bolt,is used by plumbers,0
broom,is used by plumbers,0
crowbar,is used by plumbers,0
plow,can be pulled by a tractor,1
hoe,can be pulled by a tractor,0
drill,can be pulled by a tractor,0
rake,can be pulled by a tractor,0
tractor,can plough,1
plow,can plough,1
rake,can plough,0
motorcycle,can plough,0
trolley,can plough,0
tank,can plough,0
drill,can plough,0
hoe,can plough,0
plow,is a farming tool,1
hoe,is a farming tool,0
drill,is a farming tool,0
rake,is a farming tool,0
plow,is pulled by oxen,1
hoe,is pulled by oxen,0
drill,is pulled by oxen,0
rake,is pulled by oxen,0
plow,does drag along the ground,1
hoe,does drag along the ground,0
drill,does drag along the ground,0
rake,does drag along the ground,0
plow,can be attached to a tractor,1
hoe,can be attached to a tractor,0
drill,can be attached to a tractor,0
rake,can be attached to a tractor,0
plow,is used for farming,1
hoe,is used for farming,0
drill,is used for farming,0
rake,is used for farming,0
scythe,is used to harvest,1
plow,is used to harvest,1
hammer,is used to harvest,0
spatula,is used to harvest,0
rake,is used to harvest,0
drill,is used to harvest,0
shovel,is used to harvest,0
hoe,is used to harvest,0
plow,made of iron,1
hoe,made of iron,0
drill,made of iron,0
rake,made of iron,0
plum,has purple skin,1
cherry,has purple skin,0
olive,has purple skin,0
peach,has purple skin,0
plum,has bitter skin,1
satsuma,has bitter skin,1
pear,has bitter skin,0
apple,has bitter skin,0
avocado,has bitter skin,0
date,has bitter skin,0
nut,has bitter skin,0
apricot,has bitter skin,0
plum,has a firm flesh,1
strawberry,has a firm flesh,1
pear,has a firm flesh,0
apple,has a firm flesh,0
avocado,has a firm flesh,0
date,has a firm flesh,0
nut,has a firm flesh,0
apricot,has a firm flesh,0
pony,is a horse,1
horse,is a horse,0
zebra,is a horse,0
donkey,is a horse,0
pony,is a small horse,1
horse,is a small horse,0
zebra,is a small horse,0
donkey,is a small horse,0
rifle,has a muzzle,1
pistol,has a muzzle,0
shotgun,has a muzzle,0
gun,has a muzzle,0
pony,eats hay,1
ox,eats hay,1
sheep,eats hay,1
llama,eats hay,1
cow,eats hay,1
goat,eats hay,1
lamb,eats hay,1
horse,eats hay,1
calf,eats hay,1
camel,eats hay,1
moose,eats hay,1
buffalo,eats hay,1
frog,eats hay,0
hummingbird,eats hay,0
oyster,eats hay,0
lobster,eats hay,0
scallop,eats hay,0
worm,eats hay,0
wren,eats hay,0
emu,eats hay,0
stick_insect,eats hay,0
beetle,eats hay,0
cricket,eats hay,0
crab,eats hay,0
slug,eats hay,0
flea,eats hay,0
millipede,eats hay,0
centipede,eats hay,0
swan,eats hay,0
snail,eats hay,0
woodpecker,eats hay,0
scorpion,eats hay,0
parakeet,eats hay,0
toad,eats hay,0
jellyfish,eats hay,0
shrimp,eats hay,0
squid,eats hay,0
tarantula,eats hay,0
termite,eats hay,0
kingfisher,eats hay,0
caterpillar,eats hay,0
ant,eats hay,0
octopus,eats hay,0
spider,eats hay,0
clam,eats hay,0
sparrow,eats hay,0
mussel,eats hay,0
moth,eats hay,0
pony,has a thick mane,1
horse,has a thick mane,0
zebra,has a thick mane,0
donkey,has a thick mane,0
pony,has long hair,1
horse,has long hair,0
zebra,has long hair,0
donkey,has long hair,0
poppy,is a symbol of remembrance,1
daisy,is a symbol of remembrance,0
orchid,is a symbol of remembrance,0
sunflower,is a symbol of remembrance,0
poppy,is used to make opium,1
daisy,is used to make opium,0
orchid,is used to make opium,0
sunflower,is used to make opium,0
poppy,has a black centre,1
daisy,has a black centre,0
orchid,has a black centre,0
sunflower,has a black centre,0
poppy,is a symbol of war,1
daisy,is a symbol of war,0
orchid,is a symbol of war,0
sunflower,is a symbol of war,0
poppy,has red petals,1
daisy,has red petals,0
orchid,has red petals,0
sunflower,has red petals,0
poppy,is used to make drugs,1
daisy,is used to make drugs,0
orchid,is used to make drugs,0
sunflower,is used to make drugs,0
porcupine,can shoot spikes,1
hamster,can shoot spikes,0
squirrel,can shoot spikes,0
rat,can shoot spikes,0
porcupine,has long spines,1
hamster,has long spines,0
squirrel,has long spines,0
rat,has long spines,0
porcupine,has sharp spines,1
hamster,has sharp spines,0
squirrel,has sharp spines,0
rat,has sharp spines,0
porcupine,has a small face,1
hamster,has a small face,0
squirrel,has a small face,0
rat,has a small face,0
yacht,is a status symbol,1
ashtray,is a status symbol,0
ship,is a status symbol,0
boat,is a status symbol,0
potato,is a tuber vegetable,1
sweet_potato,is a tuber vegetable,1
pumpkin,is a tuber vegetable,0
leek,is a tuber vegetable,0
cucumber,is a tuber vegetable,0
onion,is a tuber vegetable,0
mushroom,is a tuber vegetable,0
carrot,is a tuber vegetable,0
potato,can be eaten mashed,1
sweet_potato,can be eaten mashed,1
pumpkin,can be eaten mashed,0
leek,can be eaten mashed,0
cucumber,can be eaten mashed,0
onion,can be eaten mashed,0
mushroom,can be eaten mashed,0
carrot,can be eaten mashed,0
potato,is used to make chips,1
sweet_potato,is used to make chips,0
carrot,is used to make chips,0
mushroom,is used to make chips,0
potato,can sprout,1
sweet_potato,can sprout,0
carrot,can sprout,0
mushroom,can sprout,0
potato,is used to make crisps,1
sweet_potato,is used to make crisps,0
carrot,is used to make crisps,0
mushroom,is used to make crisps,0
prawn,is pink when cooked,1
shrimp,is pink when cooked,0
crab,is pink when cooked,0
lobster,is pink when cooked,0
prawn,has a fishy smell,1
shrimp,has a fishy smell,0
crab,has a fishy smell,0
lobster,has a fishy smell,0
prune,is a dried plum,1
sultana,is a dried plum,0
raisin,is a dried plum,0
date,is a dried plum,0
raisin,does not have seeds,1
prune,does not have seeds,1
kiwi,does not have seeds,0
apple,does not have seeds,0
sultana,does not have seeds,0
pear,does not have seeds,0
date,does not have seeds,0
apricot,does not have seeds,0
prune,is a laxative,1
sultana,is a laxative,0
raisin,is a laxative,0
date,is a laxative,0
pumpkin,is carved,1
cucumber,is carved,0
leek,is carved,0
mushroom,is carved,0
pumpkin,is a squash,1
cucumber,is a squash,0
leek,is a squash,0
mushroom,is a squash,0
pumpkin,is orange in color,1
cucumber,is orange in color,0
leek,is orange in color,0
mushroom,is orange in color,0
pumpkin,has orange flesh,1
sweet_potato,has orange flesh,1
onion,has orange flesh,0
leek,has orange flesh,0
celery,has orange flesh,0
rhubarb,has orange flesh,0
cucumber,has orange flesh,0
mushroom,has orange flesh,0
puppet,is used by a puppeteer,1
doll,is used by a puppeteer,0
kite,is used by a puppeteer,0
balloon,is used by a puppeteer,0
puppet,is controlled,1
doll,is controlled,0
kite,is controlled,0
balloon,is controlled,0
puppet,is used in plays,1
doll,is used in plays,0
kite,is used in plays,0
balloon,is used in plays,0
doll,can be controlled by a hand,1
puppet,can be controlled by a hand,1
raft,can be controlled by a hand,0
kite,can be controlled by a hand,0
yoyo,can be controlled by a hand,0
catapult,can be controlled by a hand,0
rattle,can be controlled by a hand,0
balloon,can be controlled by a hand,0
puppet,can resemble a person,1
doll,can resemble a person,0
kite,can resemble a person,0
balloon,can resemble a person,0
puppet,can be controlled with sticks,1
doll,can be controlled with sticks,0
kite,can be controlled with sticks,0
balloon,can be controlled with sticks,0
puppet,is a figure,1
doll,is a figure,0
kite,is a figure,0
balloon,is a figure,0
puppet,is controlled by a human,1
doll,is controlled by a human,0
kite,is controlled by a human,0
balloon,is controlled by a human,0
puppet,can be made with a sock,1
doll,can be made with a sock,0
kite,can be made with a sock,0
balloon,can be made with a sock,0
suit,has trousers,1
pajama,has trousers,1
helmet,has trousers,0
scarf,has trousers,0
leotard,has trousers,0
gloves,has trousers,0
veil,has trousers,0
apron,has trousers,0
pajama,is not worn outside,1
helmet,is not worn outside,0
scarf,is not worn outside,0
gloves,is not worn outside,0
pajama,can be made of flannel,1
helmet,can be made of flannel,0
scarf,can be made of flannel,0
gloves,can be made of flannel,0
